javaclient(57),h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
19,0.24561403508771928,0.0,0.21052631578947367,0.12280701754385964,0.12280701754385964,0.19298245614035087,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.12280701754385964,0.14035087719298245,0.19298245614035087
20,0.24561403508771928,0.0,0.22807017543859648,0.12280701754385964,0.12280701754385964,0.22807017543859648,0.07017543859649122,0.07017543859649122,0.07017543859649122,0.12280701754385964,0.15789473684210525,0.19298245614035087
21,0.24561403508771928,0.0,0.22807017543859648,0.14035087719298245,0.14035087719298245,0.22807017543859648,0.07017543859649122,0.07017543859649122,0.08771929824561403,0.14035087719298245,0.17543859649122806,0.21052631578947367
22,0.2631578947368421,0.0,0.22807017543859648,0.15789473684210525,0.15789473684210525,0.22807017543859648,0.08771929824561403,0.07017543859649122,0.08771929824561403,0.15789473684210525,0.19298245614035087,0.21052631578947367
23,0.2631578947368421,0.0,0.22807017543859648,0.17543859649122806,0.17543859649122806,0.2631578947368421,0.08771929824561403,0.07017543859649122,0.08771929824561403,0.17543859649122806,0.21052631578947367,0.21052631578947367
24,0.2631578947368421,0.0,0.22807017543859648,0.19298245614035087,0.19298245614035087,0.2631578947368421,0.10526315789473684,0.07017543859649122,0.08771929824561403,0.17543859649122806,0.22807017543859648,0.21052631578947367
25,0.2631578947368421,0.0,0.22807017543859648,0.21052631578947367,0.21052631578947367,0.2807017543859649,0.10526315789473684,0.07017543859649122,0.10526315789473684,0.19298245614035087,0.24561403508771928,0.3333333333333333
26,0.2631578947368421,0.0,0.22807017543859648,0.22807017543859648,0.22807017543859648,0.2982456140350877,0.10526315789473684,0.07017543859649122,0.10526315789473684,0.21052631578947367,0.2631578947368421,0.3333333333333333
27,0.2631578947368421,0.0,0.43859649122807015,0.24561403508771928,0.24561403508771928,0.3157894736842105,0.10526315789473684,0.08771929824561403,0.10526315789473684,0.22807017543859648,0.2807017543859649,0.3333333333333333
28,0.42105263157894735,0.0,0.43859649122807015,0.24561403508771928,0.24561403508771928,0.3333333333333333,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.24561403508771928,0.2982456140350877,0.3333333333333333
29,0.42105263157894735,0.0,0.43859649122807015,0.2631578947368421,0.2631578947368421,0.3508771929824561,0.10526315789473684,0.10526315789473684,0.12280701754385964,0.2631578947368421,0.2982456140350877,0.3333333333333333
30,0.42105263157894735,0.0,0.43859649122807015,0.2807017543859649,0.2807017543859649,0.3684210526315789,0.10526315789473684,0.10526315789473684,0.12280701754385964,0.2807017543859649,0.3157894736842105,0.3333333333333333
